|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.buoys|2.ships|nreports|nreports.buoys|nreports.ships
1858-06-01|14486|0|14486|1394.0|0|1394.0|74.0|0|74.0|15954|0|15954
1858-07-01|17080|0|17080|1817.0|0|1817.0|24.0|0|24.0|18921|0|18921
1858-08-01|15482|0|15482|1494.0|0|1494.0|90.0|0|90.0|17066|0|17066
1858-09-01|13847|0|13847|1117.0|0|1117.0|42.0|0|42.0|15006|0|15006
1858-10-01|12798|0|12798|1735.0|0|1735.0|143.0|0|143.0|14676|0|14676
1858-11-01|14151|0|14151|1707.0|0|1707.0|74.0|0|74.0|15932|0|15932
1858-12-01|14369|0|14369|1309.0|0|1309.0|68.0|0|68.0|15746|0|15746
1859-01-01|14219|0|14219|1578.0|0|1578.0|25.0|0|25.0|15822|0|15822
1859-02-01|12807|0|12807|1427.0|0|1427.0|86.0|0|86.0|14320|0|14320
1859-03-01|14397|0|14397|1150.0|0|1150.0|122.0|0|122.0|15669|0|15669
1859-04-01|13773|0|13773|1241.0|0|1241.0|10.0|0|10.0|15024|0|15024
1859-05-01|13016|0|13016|1241.0|0|1241.0|66.0|0|66.0|14323|0|14323
1859-06-01|12422|0|12422|1090.0|0|1090.0|71.0|0|71.0|13583|0|13583
1859-07-01|12800|0|12800|1416.0|0|1416.0|60.0|0|60.0|14276|0|14276
1859-08-01|11513|0|11513|1237.0|0|1237.0|32.0|0|32.0|12782|0|12782
1859-09-01|10292|0|10292|923.0|0|923.0|25.0|0|25.0|11240|0|11240
1859-10-01|11197|0|11197|767.0|0|767.0|50.0|0|50.0|12014|0|12014
1859-11-01|11669|0|11669|855.0|0|855.0|94.0|0|94.0|12618|0|12618
1859-12-01|13309|0|13309|858.0|0|858.0|58.0|0|58.0|14225|0|14225
1860-01-01|13504|0|13504|615.0|0|615.0|39.0|0|39.0|14158|0|14158
1860-02-01|10633|0|10633|923.0|0|923.0|57.0|0|57.0|11613|0|11613
1860-03-01|10368|0|10368|657.0|0|657.0|54.0|0|54.0|11079|0|11079
1860-04-01|10023|0|10023|715.0|0|715.0|14.0|0|14.0|10752|0|10752
1860-05-01|11475|0|11475|854.0|0|854.0|59.0|0|59.0|12388|0|12388
1860-06-01|10522|0|10522|556.0|0|556.0|34.0|0|34.0|11112|0|11112
1860-07-01|11546|0|11546|553.0|0|553.0|45.0|0|45.0|12144|0|12144
1860-08-01|11483|0|11483|818.0|0|818.0|40.0|0|40.0|12341|0|12341
1860-09-01|9082|0|9082|727.0|0|727.0|31.0|0|31.0|9840|0|9840
1860-10-01|8321|0|8321|374.0|0|374.0|13.0|0|13.0|8708|0|8708
1860-11-01|8728|0|8728|417.0|0|417.0|1.0|0|1.0|9146|0|9146
1860-12-01|7949|0|7949|318.0|0|318.0|13.0|0|13.0|8280|0|8280
1861-01-01|7871|0|7871|144.0|0|144.0|11.0|0|11.0|8026|0|8026
1861-02-01|7587|0|7587|66.0|0|66.0|0|0|0|7653|0|7653
1861-03-01|5662|0|5662|19.0|0|19.0|0|0|0|5681|0|5681
1861-04-01|5406|0|5406|34.0|0|34.0|0|0|0|5440|0|5440
1861-05-01|5469|0|5469|71.0|0|71.0|0|0|0|5540|0|5540
1861-06-01|5683|0|5683|71.0|0|71.0|19.0|0|19.0|5773|0|5773
1861-07-01|5983|0|5983|41.0|0|41.0|17.0|0|17.0|6041|0|6041
1861-08-01|6323|0|6323|33.0|0|33.0|8.0|0|8.0|6364|0|6364
1861-09-01|5862|0|5862|85.0|0|85.0|10.0|0|10.0|5957|0|5957
1861-10-01|7124|0|7124|111.0|0|111.0|4.0|0|4.0|7239|0|7239
1861-11-01|7948|0|7948|115.0|0|115.0|6.0|0|6.0|8069|0|8069
1861-12-01|8194|0|8194|36.0|0|36.0|13.0|0|13.0|8243|0|8243
1862-01-01|7779|0|7779|33.0|0|33.0|0|0|0|7812|0|7812
1862-02-01|5651|0|5651|77.0|0|77.0|0|0|0|5728|0|5728
1862-03-01|6798|0|6798|19.0|0|19.0|0|0|0|6817|0|6817
1862-04-01|5792|0|5792|19.0|0|19.0|3.0|0|3.0|5814|0|5814
1862-05-01|8606|0|8606|75.0|0|75.0|0|0|0|8681|0|8681
1862-06-01|8881|0|8881|103.0|0|103.0|8.0|0|8.0|8992|0|8992
1862-07-01|8916|0|8916|145.0|0|145.0|13.0|0|13.0|9074|0|9074
1862-08-01|8567|0|8567|115.0|0|115.0|5.0|0|5.0|8687|0|8687
1862-09-01|8579|0|8579|98.0|0|98.0|12.0|0|12.0|8689|0|8689
1862-10-01|7150|0|7150|18.0|0|18.0|4.0|0|4.0|7172|0|7172
1862-11-01|5952|0|5952|8.0|0|8.0|0|0|0|5960|0|5960
1862-12-01|6150|0|6150|31.0|0|31.0|11.0|0|11.0|6192|0|6192
1863-01-01|7011|0|7011|51.0|0|51.0|0|0|0|7062|0|7062
1863-02-01|6825|0|6825|37.0|0|37.0|2.0|0|2.0|6864|0|6864
1863-03-01|6989|0|6989|30.0|0|30.0|6.0|0|6.0|7025|0|7025
1863-04-01|6322|0|6322|18.0|0|18.0|4.0|0|4.0|6344|0|6344
1863-05-01|8699|0|8699|78.0|0|78.0|6.0|0|6.0|8783|0|8783
1863-06-01|7585|0|7585|51.0|0|51.0|3.0|0|3.0|7639|0|7639
1863-07-01|8215|0|8215|43.0|0|43.0|0|0|0|8258|0|8258
1863-08-01|7987|0|7987|42.0|0|42.0|0|0|0|8029|0|8029
1863-09-01|7026|0|7026|33.0|0|33.0|7.0|0|7.0|7066|0|7066
1863-10-01|7139|0|7139|7.0|0|7.0|0|0|0|7146|0|7146
1863-11-01|7037|0|7037|13.0|0|13.0|0|0|0|7050|0|7050
1863-12-01|6599|0|6599|7.0|0|7.0|0|0|0|6606|0|6606
1864-01-01|6831|0|6831|34.0|0|34.0|0|0|0|6865|0|6865
1864-02-01|6941|0|6941|48.0|0|48.0|0|0|0|6989|0|6989
1864-03-01|6462|0|6462|60.0|0|60.0|0|0|0|6522|0|6522
1864-04-01|6190|0|6190|23.0|0|23.0|2.0|0|2.0|6215|0|6215
1864-05-01|7254|0|7254|52.0|0|52.0|0|0|0|7306|0|7306
1864-06-01|7966|0|7966|33.0|0|33.0|7.0|0|7.0|8006|0|8006
1864-07-01|8789|0|8789|28.0|0|28.0|0|0|0|8817|0|8817
1864-08-01|7958|0|7958|42.0|0|42.0|0|0|0|8000|0|8000
1864-09-01|6038|0|6038|10.0|0|10.0|7.0|0|7.0|6055|0|6055
1864-10-01|7380|0|7380|20.0|0|20.0|6.0|0|6.0|7406|0|7406
1864-11-01|7150|0|7150|17.0|0|17.0|8.0|0|8.0|7175|0|7175
1864-12-01|7567|0|7567|12.0|0|12.0|3.0|0|3.0|7582|0|7582
1865-01-01|7273|0|7273|3.0|0|3.0|0|0|0|7276|0|7276
1865-02-01|5696|0|5696|30.0|0|30.0|0|0|0|5726|0|5726
1865-03-01|4826|0|4826|10.0|0|10.0|0|0|0|4836|0|4836
1865-04-01|5320|0|5320|17.0|0|17.0|0|0|0|5337|0|5337
1865-05-01|6033|0|6033|27.0|0|27.0|0|0|0|6060|0|6060
1865-06-01|5638|0|5638|36.0|0|36.0|0|0|0|5674|0|5674
1865-07-01|4982|0|4982|27.0|0|27.0|1.0|0|1.0|5010|0|5010
1865-08-01|5245|0|5245|5.0|0|5.0|0|0|0|5250|0|5250
1865-09-01|4567|0|4567|18.0|0|18.0|0|0|0|4585|0|4585
1865-10-01|5304|0|5304|1.0|0|1.0|0|0|0|5305|0|5305
1865-11-01|5660|0|5660|16.0|0|16.0|0|0|0|5676|0|5676
1865-12-01|7260|0|7260|11.0|0|11.0|0|0|0|7271|0|7271
1866-01-01|6866|0|6866|13.0|0|13.0|13.0|0|13.0|6892|0|6892
1866-02-01|4759|0|4759|6.0|0|6.0|0|0|0|4765|0|4765
1866-03-01|4920|0|4920|12.0|0|12.0|0|0|0|4932|0|4932
1866-04-01|4884|0|4884|15.0|0|15.0|0|0|0|4899|0|4899
1866-05-01|5644|0|5644|8.0|0|8.0|2.0|0|2.0|5654|0|5654
1866-06-01|5518|0|5518|0|0|0|5.0|0|5.0|5523|0|5523
1866-07-01|6115|0|6115|0|0|0|0|0|0|6115|0|6115
1866-08-01|5889|0|5889|2.0|0|2.0|4.0|0|4.0|5895|0|5895
1866-09-01|5897|0|5897|7.0|0|7.0|0|0|0|5904|0|5904
1866-10-01|6558|0|6558|20.0|0|20.0|0|0|0|6578|0|6578
1866-11-01|5918|0|5918|11.0|0|11.0|0|0|0|5929|0|5929
1866-12-01|5393|0|5393|24.0|0|24.0|3.0|0|3.0|5420|0|5420
1867-01-01|4477|0|4477|24.0|0|24.0|6.0|0|6.0|4507|0|4507
1867-02-01|4755|0|4755|10.0|0|10.0|0|0|0|4765|0|4765
1867-03-01|6341|0|6341|5.0|0|5.0|14.0|0|14.0|6360|0|6360
1867-04-01|5978|0|5978|5.0|0|5.0|0|0|0|5983|0|5983
1867-05-01|6103|0|6103|24.0|0|24.0|0|0|0|6127|0|6127
1867-06-01|6019|0|6019|27.0|0|27.0|0|0|0|6046|0|6046
1867-07-01|5984|0|5984|15.0|0|15.0|0|0|0|5999|0|5999
1867-08-01|5519|0|5519|33.0|0|33.0|0|0|0|5552|0|5552
1867-09-01|5137|0|5137|7.0|0|7.0|10.0|0|10.0|5154|0|5154
1867-10-01|5597|0|5597|11.0|0|11.0|0|0|0|5608|0|5608
1867-11-01|6072|0|6072|28.0|0|28.0|13.0|0|13.0|6113|0|6113
1867-12-01|6249|0|6249|19.0|0|19.0|3.0|0|3.0|6271|0|6271
1868-01-01|4961|0|4961|8.0|0|8.0|0|0|0|4969|0|4969
1868-02-01|5068|0|5068|4.0|0|4.0|0|0|0|5072|0|5072
1868-03-01|5781|0|5781|29.0|0|29.0|0|0|0|5810|0|5810
1868-04-01|6638|0|6638|28.0|0|28.0|6.0|0|6.0|6672|0|6672
1868-05-01|8167|0|8167|6.0|0|6.0|0|0|0|8173|0|8173
1868-06-01|7684|0|7684|5.0|0|5.0|18.0|0|18.0|7707|0|7707
1868-07-01|7278|0|7278|15.0|0|15.0|25.0|0|25.0|7318|0|7318
1868-08-01|6104|0|6104|23.0|0|23.0|16.0|0|16.0|6143|0|6143
1868-09-01|6296|0|6296|2.0|0|2.0|13.0|0|13.0|6311|0|6311
1868-10-01|7436|0|7436|5.0|0|5.0|14.0|0|14.0|7455|0|7455
1868-11-01|6717|0|6717|1.0|0|1.0|8.0|0|8.0|6726|0|6726
1868-12-01|6935|0|6935|1.0|0|1.0|10.0|0|10.0|6946|0|6946
1869-01-01|6204|0|6204|4.0|0|4.0|13.0|0|13.0|6221|0|6221
1869-02-01|5524|0|5524|0|0|0|2.0|0|2.0|5526|0|5526
1869-03-01|6306|0|6306|1.0|0|1.0|4.0|0|4.0|6311|0|6311
1869-04-01|6242|0|6242|1.0|0|1.0|14.0|0|14.0|6257|0|6257
1869-05-01|6571|0|6571|0|0|0|21.0|0|21.0|6592|0|6592
1869-06-01|6499|0|6499|3.0|0|3.0|18.0|0|18.0|6520|0|6520
1869-07-01|8234|0|8234|2.0|0|2.0|13.0|0|13.0|8249|0|8249
1869-08-01|8176|0|8176|2.0|0|2.0|13.0|0|13.0|8191|0|8191
1869-09-01|6266|0|6266|1.0|0|1.0|8.0|0|8.0|6275|0|6275
1869-10-01|5995|0|5995|1.0|0|1.0|18.0|0|18.0|6014|0|6014
1869-11-01|5395|0|5395|4.0|0|4.0|5.0|0|5.0|5404|0|5404
1869-12-01|7768|0|7768|9.0|0|9.0|9.0|0|9.0|7786|0|7786
1870-01-01|8376|0|8376|7.0|0|7.0|12.0|0|12.0|8395|0|8395
1870-02-01|7885|0|7885|7.0|0|7.0|8.0|0|8.0|7900|0|7900
1870-03-01|7302|0|7302|8.0|0|8.0|16.0|0|16.0|7326|0|7326
1870-04-01|6861|0|6861|2.0|0|2.0|7.0|0|7.0|6870|0|6870
1870-05-01|6753|0|6753|7.0|0|7.0|28.0|0|28.0|6788|0|6788
1870-06-01|6529|0|6529|1.0|0|1.0|26.0|0|26.0|6556|0|6556
1870-07-01|7058|0|7058|2.0|0|2.0|22.0|0|22.0|7082|0|7082
1870-08-01|6715|0|6715|4.0|0|4.0|13.0|0|13.0|6732|0|6732
1870-09-01|5644|0|5644|22.0|0|22.0|38.0|0|38.0|5704|0|5704
1870-10-01|5301|0|5301|0|0|0|8.0|0|8.0|5309|0|5309
1870-11-01|6136|0|6136|0|0|0|5.0|0|5.0|6141|0|6141
1870-12-01|7534|0|7534|12.0|0|12.0|16.0|0|16.0|7562|0|7562
1871-01-01|5816|0|5816|1.0|0|1.0|10.0|0|10.0|5827|0|5827
1871-02-01|4196|0|4196|6.0|0|6.0|12.0|0|12.0|4214|0|4214
1871-03-01|5032|0|5032|3.0|0|3.0|9.0|0|9.0|5044|0|5044
1871-04-01|5886|0|5886|20.0|0|20.0|20.0|0|20.0|5926|0|5926
1871-05-01|7222|0|7222|20.0|0|20.0|20.0|0|20.0|7262|0|7262
1871-06-01|6929|0|6929|4.0|0|4.0|18.0|0|18.0|6951|0|6951
1871-07-01|6802|0|6802|10.0|0|10.0|10.0|0|10.0|6822|0|6822
1871-08-01|6976|0|6976|10.0|0|10.0|18.0|0|18.0|7004|0|7004
1871-09-01|4822|0|4822|16.0|0|16.0|15.0|0|15.0|4853|0|4853
1871-10-01|5070|0|5070|5.0|0|5.0|3.0|0|3.0|5078|0|5078
1871-11-01|5449|0|5449|3.0|0|3.0|12.0|0|12.0|5464|0|5464
1871-12-01|6330|0|6330|11.0|0|11.0|20.0|0|20.0|6361|0|6361
1872-01-01|5227|0|5227|21.0|0|21.0|24.0|0|24.0|5272|0|5272
1872-02-01|4060|0|4060|2.0|0|2.0|0|0|0|4062|0|4062
1872-03-01|4506|0|4506|12.0|0|12.0|5.0|0|5.0|4523|0|4523
1872-04-01|6068|0|6068|1.0|0|1.0|6.0|0|6.0|6075|0|6075
1872-05-01|6901|0|6901|3.0|0|3.0|6.0|0|6.0|6910|0|6910
1872-06-01|6907|0|6907|1.0|0|1.0|9.0|0|9.0|6917|0|6917
1872-07-01|6164|0|6164|14.0|0|14.0|9.0|0|9.0|6187|0|6187
1872-08-01|5941|0|5941|4.0|0|4.0|7.0|0|7.0|5952|0|5952
1872-09-01|5702|0|5702|1.0|0|1.0|30.0|0|30.0|5733|0|5733
1872-10-01|6401|0|6401|11.0|0|11.0|11.0|0|11.0|6423|0|6423
1872-11-01|5765|0|5765|0|0|0|3.0|0|3.0|5768|0|5768
1872-12-01|6668|0|6668|13.0|0|13.0|5.0|0|5.0|6686|0|6686
1873-01-01|5449|0|5449|15.0|0|15.0|10.0|0|10.0|5474|0|5474
1873-02-01|4719|0|4719|38.0|0|38.0|36.0|0|36.0|4793|0|4793
1873-03-01|5062|0|5062|16.0|0|16.0|6.0|0|6.0|5084|0|5084
1873-04-01|5087|0|5087|29.0|0|29.0|18.0|0|18.0|5134|0|5134
1873-05-01|5943|0|5943|10.0|0|10.0|107.0|0|107.0|6060|0|6060
1873-06-01|6053|0|6053|15.0|0|15.0|26.0|0|26.0|6094|0|6094
1873-07-01|6478|0|6478|27.0|0|27.0|36.0|0|36.0|6541|0|6541
1873-08-01|7027|0|7027|11.0|0|11.0|21.0|0|21.0|7059|0|7059
1873-09-01|6171|0|6171|6.0|0|6.0|23.0|0|23.0|6200|0|6200
1873-10-01|6157|0|6157|18.0|0|18.0|23.0|0|23.0|6198|0|6198
1873-11-01|6260|0|6260|16.0|0|16.0|11.0|0|11.0|6287|0|6287
1873-12-01|7130|0|7130|37.0|0|37.0|6.0|0|6.0|7173|0|7173
1874-01-01|6433|0|6433|33.0|0|33.0|20.0|0|20.0|6486|0|6486
1874-02-01|5609|0|5609|11.0|0|11.0|25.0|0|25.0|5645|0|5645
1874-03-01|5741|0|5741|43.0|0|43.0|8.0|0|8.0|5792|0|5792
1874-04-01|5858|0|5858|24.0|0|24.0|42.0|0|42.0|5924|0|5924
1874-05-01|6957|0|6957|4.0|0|4.0|25.0|0|25.0|6986|0|6986
1874-06-01|6330|0|6330|2.0|0|2.0|21.0|0|21.0|6353|0|6353
1874-07-01|7086|0|7086|12.0|0|12.0|29.0|0|29.0|7127|0|7127
1874-08-01|6285|0|6285|3.0|0|3.0|11.0|0|11.0|6299|0|6299
1874-09-01|6191|0|6191|7.0|0|7.0|23.0|0|23.0|6221|0|6221
1874-10-01|8214|0|8214|26.0|0|26.0|23.0|0|23.0|8263|0|8263
1874-11-01|6473|0|6473|23.0|0|23.0|12.0|0|12.0|6508|0|6508
1874-12-01|7764|0|7764|6.0|0|6.0|8.0|0|8.0|7778|0|7778
1875-01-01|6577|0|6577|8.0|0|8.0|19.0|0|19.0|6604|0|6604
1875-02-01|5320|0|5320|2.0|0|2.0|18.0|0|18.0|5340|0|5340
1875-03-01|5429|0|5429|13.0|0|13.0|4.0|0|4.0|5446|0|5446
1875-04-01|6042|0|6042|1.0|0|1.0|25.0|0|25.0|6068|0|6068
1875-05-01|6781|0|6781|6.0|0|6.0|4.0|0|4.0|6791|0|6791
1875-06-01|7305|0|7305|3.0|0|3.0|41.0|0|41.0|7349|0|7349
1875-07-01|7877|0|7877|20.0|0|20.0|51.0|0|51.0|7948|0|7948
1875-08-01|7088|0|7088|20.0|0|20.0|39.0|0|39.0|7147|0|7147
1875-09-01|5646|0|5646|6.0|0|6.0|17.0|0|17.0|5669|0|5669
1875-10-01|4763|0|4763|7.0|0|7.0|18.0|0|18.0|4788|0|4788
1875-11-01|5294|0|5294|6.0|0|6.0|11.0|0|11.0|5311|0|5311
1875-12-01|5575|0|5575|5.0|0|5.0|15.0|0|15.0|5595|0|5595
1876-01-01|5613|0|5613|7.0|0|7.0|11.0|0|11.0|5631|0|5631
1876-02-01|5290|0|5290|8.0|0|8.0|5.0|0|5.0|5303|0|5303
1876-03-01|5026|0|5026|16.0|0|16.0|16.0|0|16.0|5058|0|5058
1876-04-01|4618|0|4618|2.0|0|2.0|8.0|0|8.0|4628|0|4628
1876-05-01|6241|0|6241|19.0|0|19.0|52.0|0|52.0|6312|0|6312
1876-06-01|5715|0|5715|20.0|0|20.0|52.0|0|52.0|5787|0|5787
1876-07-01|5391|0|5391|14.0|0|14.0|55.0|0|55.0|5460|0|5460
1876-08-01|4516|0|4516|20.0|0|20.0|30.0|0|30.0|4566|0|4566
1876-09-01|4473|0|4473|9.0|0|9.0|20.0|0|20.0|4502|0|4502
1876-10-01|5949|0|5949|13.0|0|13.0|49.0|0|49.0|6011|0|6011
1876-11-01|6650|0|6650|19.0|0|19.0|10.0|0|10.0|6679|0|6679
1876-12-01|6799|0|6799|13.0|0|13.0|51.0|0|51.0|6863|0|6863
1877-01-01|5163|0|5163|12.0|0|12.0|7.0|0|7.0|5182|0|5182
1877-02-01|4099|0|4099|6.0|0|6.0|10.0|0|10.0|4115|0|4115
1877-03-01|4907|0|4907|15.0|0|15.0|28.0|0|28.0|4950|0|4950
1877-04-01|6057|0|6057|0|0|0|11.0|0|11.0|6068|0|6068
1877-05-01|8261|0|8261|38.0|0|38.0|53.0|0|53.0|8352|0|8352
1877-06-01|7114|0|7114|30.0|0|30.0|43.0|0|43.0|7187|0|7187
1877-07-01|6683|0|6683|10.0|0|10.0|46.0|0|46.0|6739|0|6739
1877-08-01|6002|0|6002|10.0|0|10.0|75.0|0|75.0|6087|0|6087
1877-09-01|5242|0|5242|10.0|0|10.0|32.0|0|32.0|5284|0|5284
1877-10-01|6259|0|6259|10.0|0|10.0|7.0|0|7.0|6276|0|6276
1877-11-01|6673|0|6673|25.0|0|25.0|14.0|0|14.0|6712|0|6712
1877-12-01|6775|0|6775|22.0|0|22.0|42.0|0|42.0|6839|0|6839
1878-01-01|6514|0|6514|17.0|0|17.0|19.0|0|19.0|6550|0|6550
1878-02-01|6137|0|6137|17.0|0|17.0|19.0|0|19.0|6173|0|6173
1878-03-01|5105|0|5105|4.0|0|4.0|9.0|0|9.0|5118|0|5118
1878-04-01|5919|0|5919|6.0|0|6.0|12.0|0|12.0|5937|0|5937
1878-05-01|5616|0|5616|25.0|0|25.0|36.0|0|36.0|5677|0|5677
1878-06-01|5589|0|5589|24.0|0|24.0|43.0|0|43.0|5656|0|5656
1878-07-01|7340|0|7340|6.0|0|6.0|46.0|0|46.0|7392|0|7392
1878-08-01|7165|0|7165|49.0|0|49.0|46.0|0|46.0|7260|0|7260
1878-09-01|5651|0|5651|9.0|0|9.0|24.0|0|24.0|5684|0|5684
1878-10-01|5612|0|5612|27.0|0|27.0|49.0|0|49.0|5688|0|5688
1878-11-01|6707|0|6707|23.0|0|23.0|18.0|0|18.0|6748|0|6748
1878-12-01|7154|0|7154|22.0|0|22.0|10.0|0|10.0|7186|0|7186
1879-01-01|9008|0|9008|216.0|0|216.0|23.0|0|23.0|9247|0|9247
1879-02-01|9052|0|9052|256.0|0|256.0|31.0|0|31.0|9339|0|9339
1879-03-01|9563|0|9563|358.0|0|358.0|24.0|0|24.0|9945|0|9945
1879-04-01|9928|0|9928|255.0|0|255.0|14.0|0|14.0|10197|0|10197
1879-05-01|12482|0|12482|602.0|0|602.0|37.0|0|37.0|13121|0|13121
1879-06-01|13119|0|13119|540.0|0|540.0|61.0|0|61.0|13720|0|13720
1879-07-01|13801|0|13801|265.0|0|265.0|101.0|0|101.0|14167|0|14167
1879-08-01|14553|0|14553|483.0|0|483.0|65.0|0|65.0|15101|0|15101
1879-09-01|12865|0|12865|341.0|0|341.0|51.0|0|51.0|13257|0|13257
1879-10-01|12560|0|12560|170.0|0|170.0|28.0|0|28.0|12758|0|12758
1879-11-01|12205|0|12205|160.0|0|160.0|12.0|0|12.0|12377|0|12377
1879-12-01|13251|0|13251|601.0|0|601.0|23.0|0|23.0|13875|0|13875
1880-01-01|13065|0|13065|504.0|0|504.0|78.0|0|78.0|13647|0|13647
1880-02-01|11203|0|11203|491.0|0|491.0|18.0|0|18.0|11712|0|11712
1880-03-01|12475|0|12475|512.0|0|512.0|26.0|0|26.0|13013|0|13013
1880-04-01|11601|0|11601|234.0|0|234.0|41.0|0|41.0|11876|0|11876
1880-05-01|13981|0|13981|141.0|0|141.0|50.0|0|50.0|14172|0|14172
1880-06-01|13200|0|13200|99.0|0|99.0|93.0|0|93.0|13392|0|13392
1880-07-01|11885|0|11885|36.0|0|36.0|96.0|0|96.0|12017|0|12017
1880-08-01|10844|0|10844|285.0|0|285.0|29.0|0|29.0|11158|0|11158
1880-09-01|10217|0|10217|84.0|0|84.0|42.0|0|42.0|10343|0|10343
1880-10-01|11375|0|11375|42.0|0|42.0|27.0|0|27.0|11444|0|11444
1880-11-01|13042|0|13042|78.0|0|78.0|81.0|0|81.0|13201|0|13201
1880-12-01|13250|0|13250|124.0|0|124.0|55.0|0|55.0|13429|0|13429
1881-01-01|12352|0|12352|184.0|0|184.0|56.0|0|56.0|12592|0|12592
1881-02-01|10838|0|10838|67.0|0|67.0|37.0|0|37.0|10942|0|10942
1881-03-01|10820|0|10820|14.0|0|14.0|42.0|0|42.0|10876|0|10876
1881-04-01|10181|0|10181|30.0|0|30.0|38.0|0|38.0|10249|0|10249
1881-05-01|11514|0|11514|27.0|0|27.0|67.0|0|67.0|11608|0|11608
1881-06-01|13127|0|13127|20.0|0|20.0|135.0|0|135.0|13282|0|13282
1881-07-01|13311|0|13311|32.0|0|32.0|154.0|0|154.0|13497|0|13497
1881-08-01|14416|0|14416|27.0|0|27.0|49.0|0|49.0|14492|0|14492
1881-09-01|14009|0|14009|10.0|0|10.0|43.0|0|43.0|14062|0|14062
1881-10-01|14069|0|14069|14.0|0|14.0|31.0|0|31.0|14114|0|14114
1881-11-01|14806|0|14806|43.0|0|43.0|28.0|0|28.0|14877|0|14877
1881-12-01|12026|0|12026|26.0|0|26.0|37.0|0|37.0|12089|0|12089
1882-01-01|12355|0|12355|69.0|0|69.0|49.0|0|49.0|12473|0|12473
1882-02-01|10854|0|10854|64.0|0|64.0|16.0|0|16.0|10934|0|10934
1882-03-01|12709|0|12709|96.0|0|96.0|30.0|0|30.0|12835|0|12835
1882-04-01|12117|0|12117|212.0|0|212.0|20.0|0|20.0|12349|0|12349
1882-05-01|13065|0|13065|119.0|0|119.0|29.0|0|29.0|13213|0|13213
1882-06-01|12354|0|12354|243.0|0|243.0|23.0|0|23.0|12620|0|12620
1882-07-01|11802|0|11802|293.0|0|293.0|26.0|0|26.0|12121|0|12121
1882-08-01|10885|0|10885|126.0|0|126.0|32.0|0|32.0|11043|0|11043
1882-09-01|12145|0|12145|40.0|0|40.0|37.0|0|37.0|12222|0|12222
1882-10-01|11962|0|11962|21.0|0|21.0|30.0|0|30.0|12013|0|12013
1882-11-01|11279|0|11279|61.0|0|61.0|50.0|0|50.0|11390|0|11390
1882-12-01|12714|0|12714|82.0|0|82.0|45.0|0|45.0|12841|0|12841
1883-01-01|14484|0|14484|214.0|0|214.0|68.0|0|68.0|14766|0|14766
1883-02-01|17269|0|17269|104.0|0|104.0|46.0|0|46.0|17419|0|17419
1883-03-01|19725|0|19725|132.0|0|132.0|48.0|0|48.0|19905|0|19905
1883-04-01|18534|0|18534|252.0|0|252.0|50.0|0|50.0|18836|0|18836
1883-05-01|22426|0|22426|170.0|0|170.0|62.0|0|62.0|22658|0|22658
1883-06-01|23376|0|23376|147.0|0|147.0|54.0|0|54.0|23577|0|23577
1883-07-01|27279|0|27279|227.0|0|227.0|89.0|0|89.0|27595|0|27595
1883-08-01|24958|0|24958|388.0|0|388.0|51.0|0|51.0|25397|0|25397
1883-09-01|23397|0|23397|387.0|0|387.0|47.0|0|47.0|23831|0|23831
1883-10-01|23909|0|23909|521.0|0|521.0|43.0|0|43.0|24473|0|24473
1883-11-01|21420|0|21420|539.0|0|539.0|79.0|0|79.0|22038|0|22038
1883-12-01|27063|0|27063|685.0|0|685.0|203.0|0|203.0|27951|0|27951
1884-01-01|27160|0|27160|834.0|0|834.0|87.0|0|87.0|28081|0|28081
1884-02-01|25869|0|25869|540.0|0|540.0|44.0|0|44.0|26453|0|26453
1884-03-01|26806|0|26806|508.0|0|508.0|110.0|0|110.0|27424|0|27424
1884-04-01|26615|0|26615|497.0|0|497.0|332.0|0|332.0|27444|0|27444
1884-05-01|32206|0|32206|1373.0|0|1373.0|709.0|0|709.0|34288|0|34288
1884-06-01|30654|0|30654|1377.0|0|1377.0|713.0|0|713.0|32744|0|32744
1884-07-01|30751|0|30751|1228.0|0|1228.0|797.0|0|797.0|32776|0|32776
1884-08-01|34759|0|34759|1558.0|0|1558.0|712.0|0|712.0|37029|0|37029
1884-09-01|36728|0|36728|1282.0|0|1282.0|622.0|0|622.0|38632|0|38632
1884-10-01|44198|0|44198|1373.0|0|1373.0|231.0|0|231.0|45802|0|45802
1884-11-01|44306|0|44306|1600.0|0|1600.0|67.0|0|67.0|45973|0|45973
1884-12-01|42499|0|42499|2361.0|0|2361.0|58.0|0|58.0|44918|0|44918
1885-01-01|39283|0|39283|1478.0|0|1478.0|584.0|0|584.0|41345|0|41345
1885-02-01|40236|0|40236|1610.0|0|1610.0|809.0|0|809.0|42655|0|42655
1885-03-01|46897|0|46897|2089.0|0|2089.0|1150.0|0|1150.0|50136|0|50136
1885-04-01|48586|0|48586|2794.0|0|2794.0|475.0|0|475.0|51855|0|51855
1885-05-01|47633|0|47633|2854.0|0|2854.0|222.0|0|222.0|50709|0|50709
1885-06-01|38860|0|38860|2070.0|0|2070.0|60.0|0|60.0|40990|0|40990
1885-07-01|38759|0|38759|2311.0|0|2311.0|28.0|0|28.0|41098|0|41098
1885-08-01|42815|0|42815|1879.0|0|1879.0|96.0|0|96.0|44790|0|44790
1885-09-01|44047|0|44047|2605.0|0|2605.0|115.0|0|115.0|46767|0|46767
