|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.ships|3|3.buoys|3.ships|4|4.ships|nreports|nreports.buoys|nreports.ships
1903-01-01|30347|0|30347|153.0|0|153.0|0|0|148.0|0|148.0|118.0|118.0|30766|0|30766
1903-02-01|28102|0|28102|103.0|0|103.0|0|0|99.0|0|99.0|60.0|60.0|28364|0|28364
1903-03-01|31760|0|31760|163.0|0|163.0|0|0|159.0|0|159.0|143.0|143.0|32225|0|32225
1903-04-01|30769|0|30769|141.0|0|141.0|0|0|128.0|0|128.0|226.0|226.0|31264|0|31264
1903-05-01|34113|0|34113|207.0|0|207.0|0|0|186.0|0|186.0|663.0|663.0|35169|0|35169
1903-06-01|33803|0|33803|191.0|0|191.0|0|0|183.0|0|183.0|692.0|692.0|34869|0|34869
1903-07-01|33413|0|33413|173.0|0|173.0|0|0|166.0|0|166.0|445.0|445.0|34197|0|34197
1903-08-01|36768|0|36768|210.0|0|210.0|0|0|203.0|0|203.0|643.0|643.0|37824|0|37824
1903-09-01|35104|0|35104|198.0|0|198.0|0|0|187.0|0|187.0|562.0|562.0|36051|0|36051
1903-10-01|36391|0|36391|217.0|0|217.0|0|0|232.0|0|232.0|447.0|447.0|37287|0|37287
1903-11-01|36904|0|36904|274.0|0|274.0|0|0|287.0|0|287.0|283.0|283.0|37748|0|37748
1903-12-01|37039|0|37039|310.0|0|310.0|0|0|301.0|0|301.0|75.0|75.0|37725|0|37725
1904-01-01|36777|0|36777|292.0|0|292.0|0|0|283.0|0|283.0|87.0|87.0|37439|0|37439
1904-02-01|34941|0|34941|185.0|0|185.0|0|0|188.0|0|188.0|227.0|227.0|35541|0|35541
1904-03-01|40961|0|40961|299.0|0|299.0|0|0|282.0|0|282.0|340.0|340.0|41882|0|41882
1904-04-01|39137|0|39137|299.0|0|299.0|0|0|257.0|0|257.0|409.0|409.0|40102|0|40102
1904-05-01|40376|0|40376|322.0|0|322.0|0|0|285.0|0|285.0|988.0|988.0|41971|0|41971
1904-06-01|37365|0|37365|287.0|0|287.0|0|0|277.0|0|277.0|1064.0|1064.0|38993|0|38993
1904-07-01|39104|0|39104|310.0|0|310.0|0|0|275.0|0|275.0|807.0|807.0|40496|0|40496
1904-08-01|41131|0|41131|344.0|0|344.0|0|0|301.0|0|301.0|812.0|812.0|42588|0|42588
1904-09-01|41616|0|41616|343.0|0|343.0|0|0|291.0|0|291.0|668.0|668.0|42918|0|42918
1904-10-01|43171|0|43171|276.0|0|276.0|0|0|273.0|0|273.0|359.0|359.0|44079|0|44079
1904-11-01|40916|0|40916|342.0|0|342.0|0|0|308.0|0|308.0|303.0|303.0|41869|0|41869
1904-12-01|41089|0|41089|281.0|0|281.0|0|0|255.0|0|255.0|459.0|459.0|42084|0|42084
1905-01-01|37178|0|37178|195.0|0|195.0|0|0|179.0|0|179.0|268.0|268.0|37820|0|37820
1905-02-01|32694|0|32694|118.0|0|118.0|0|0|113.0|0|113.0|295.0|295.0|33220|0|33220
1905-03-01|38971|0|38971|244.0|0|244.0|0|0|208.0|0|208.0|320.0|320.0|39743|0|39743
1905-04-01|39928|0|39928|277.0|0|277.0|0|0|227.0|0|227.0|297.0|297.0|40729|0|40729
1905-05-01|39685|0|39685|230.0|0|230.0|0|0|208.0|0|208.0|829.0|829.0|40952|0|40952
1905-06-01|39100|0|39100|182.0|0|182.0|0|0|161.0|0|161.0|986.0|986.0|40429|0|40429
1905-07-01|40876|0|40876|230.0|0|230.0|0|0|196.0|0|196.0|1594.0|1594.0|42896|0|42896
1905-08-01|41052|0|41052|265.0|0|265.0|0|0|236.0|0|236.0|2430.0|2430.0|43983|0|43983
1905-09-01|41014|0|41014|214.0|0|214.0|0|0|178.0|0|178.0|1324.0|1324.0|42730|0|42730
1905-10-01|41716|0|41716|206.0|0|206.0|0|0|175.0|0|175.0|1059.0|1059.0|43156|0|43156
1905-11-01|40849|0|40849|252.0|0|252.0|0|0|175.0|0|175.0|1714.0|1714.0|42990|0|42990
1905-12-01|40384|0|40384|262.0|0|262.0|0|0|196.0|0|196.0|1029.0|1029.0|41871|0|41871
1906-01-01|41795|0|41795|269.0|0|269.0|0|0|208.0|0|208.0|813.0|813.0|43085|0|43085
1906-02-01|41563|0|41563|200.0|0|200.0|0|0|207.0|0|207.0|1403.0|1403.0|43373|0|43373
1906-03-01|41217|0|41217|268.0|0|268.0|0|0|202.0|0|202.0|1307.0|1307.0|42994|0|42994
1906-04-01|38787|0|38787|251.0|0|251.0|0|0|186.0|0|186.0|1335.0|1335.0|40559|0|40559
1906-05-01|42494|0|42494|269.0|0|269.0|0|0|200.0|0|200.0|2910.0|2910.0|45873|0|45873
1906-06-01|41881|0|41881|318.0|0|318.0|0|0|197.0|0|197.0|1869.0|1869.0|44265|0|44265
1906-07-01|45208|0|45208|277.0|0|277.0|0|0|242.0|0|242.0|1639.0|1639.0|47366|0|47366
1906-08-01|45054|0|45054|277.0|0|277.0|0|0|207.0|0|207.0|2338.0|2338.0|47876|0|47876
1906-09-01|40800|0|40800|284.0|0|284.0|0|0|235.0|0|235.0|1123.0|1123.0|42442|0|42442
1906-10-01|42763|0|42763|258.0|0|258.0|0|0|189.0|0|189.0|1014.0|1014.0|44224|0|44224
1906-11-01|42268|0|42268|282.0|0|282.0|0|0|222.0|0|222.0|1662.0|1662.0|44434|0|44434
1906-12-01|41335|0|41335|227.0|0|227.0|0|0|208.0|0|208.0|837.0|837.0|42607|0|42607
1907-01-01|39095|0|39095|254.0|0|254.0|0|0|163.0|0|163.0|809.0|809.0|40321|0|40321
1907-02-01|36707|0|36707|130.0|0|130.0|0|0|145.0|0|145.0|996.0|996.0|37978|0|37978
1907-03-01|42616|0|42616|273.0|0|273.0|0|0|214.0|0|214.0|1092.0|1092.0|44195|0|44195
1907-04-01|41215|0|41215|251.0|0|251.0|0|0|164.0|0|164.0|874.0|874.0|42504|0|42504
1907-05-01|43839|0|43839|320.0|0|320.0|0|0|243.0|0|243.0|1173.0|1173.0|45575|0|45575
1907-06-01|41645|0|41645|350.0|0|350.0|0|0|280.0|0|280.0|1118.0|1118.0|43393|0|43393
1907-07-01|48101|0|48101|321.0|0|321.0|0|0|255.0|0|255.0|1024.0|1024.0|49701|0|49701
1907-08-01|49854|0|49854|297.0|0|297.0|0|0|214.0|0|214.0|1747.0|1747.0|52112|0|52112
1907-09-01|46147|0|46147|280.0|0|280.0|0|0|173.0|0|173.0|674.0|674.0|47274|0|47274
1907-10-01|44773|0|44773|269.0|0|269.0|0|0|185.0|0|185.0|706.0|706.0|45933|0|45933
1907-11-01|47936|0|47936|323.0|0|323.0|0|0|252.0|0|252.0|862.0|862.0|49373|0|49373
1907-12-01|48443|0|48443|240.0|0|240.0|0|0|173.0|0|173.0|468.0|468.0|49324|0|49324
1908-01-01|46584|0|46584|427.0|0|427.0|0|0|318.0|0|318.0|696.0|696.0|48025|0|48025
1908-02-01|47153|0|47153|206.0|0|206.0|0|0|207.0|0|207.0|920.0|920.0|48486|0|48486
1908-03-01|51219|0|51219|368.0|0|368.0|0|0|233.0|0|233.0|714.0|714.0|52534|0|52534
1908-04-01|49110|0|49110|316.0|0|316.0|2.0|2.0|254.0|0|254.0|753.0|753.0|50435|0|50435
1908-05-01|49627|0|49627|320.0|0|320.0|0|0|254.0|0|254.0|1594.0|1594.0|51795|0|51795
1908-06-01|46889|0|46889|234.0|0|234.0|0|0|155.0|0|155.0|1372.0|1372.0|48650|0|48650
1908-07-01|53319|0|53319|472.0|0|472.0|0|0|348.0|0|348.0|1121.0|1121.0|55260|0|55260
1908-08-01|56044|0|56044|492.0|0|492.0|0|0|397.0|0|397.0|951.0|951.0|57884|0|57884
1908-09-01|52491|0|52491|481.0|0|481.0|0|0|423.0|0|423.0|841.0|841.0|54236|0|54236
1908-10-01|53602|0|53602|483.0|0|483.0|0|0|413.0|0|413.0|1270.0|1270.0|55768|0|55768
1908-11-01|52673|0|52673|357.0|0|357.0|0|0|288.0|0|288.0|902.0|902.0|54220|0|54220
1908-12-01|53455|0|53455|561.0|0|561.0|0|0|552.0|0|552.0|530.0|530.0|55098|0|55098
1909-01-01|51160|0|51160|560.0|0|560.0|0|0|592.0|0|592.0|724.0|724.0|53036|0|53036
1909-02-01|48039|0|48039|818.0|0|818.0|0|0|879.0|0|879.0|1385.0|1385.0|51121|0|51121
1909-03-01|53888|0|53888|800.0|0|800.0|0|0|752.0|0|752.0|1349.0|1349.0|56789|0|56789
1909-04-01|53801|0|53801|755.0|0|755.0|0|0|687.0|0|687.0|1546.0|1546.0|56789|0|56789
1909-05-01|56687|0|56687|731.0|0|731.0|0|0|632.0|0|632.0|2106.0|2106.0|60156|0|60156
1909-06-01|55844|0|55844|688.0|0|688.0|0|0|629.0|0|629.0|2046.0|2046.0|59207|0|59207
1909-07-01|61169|0|61169|815.0|0|815.0|0|0|717.0|0|717.0|2358.0|2358.0|65059|0|65059
1909-08-01|61317|0|61317|687.0|0|687.0|2.0|2.0|621.0|0|621.0|1854.0|1854.0|64481|0|64481
1909-09-01|59397|0|59397|547.0|0|547.0|0|0|453.0|0|453.0|1930.0|1930.0|62327|0|62327
1909-10-01|62476|0|62476|863.0|0|863.0|0|0|749.0|0|749.0|1279.0|1279.0|65367|0|65367
1909-11-01|61654|0|61654|792.0|0|792.0|0|0|706.0|0|706.0|1143.0|1143.0|64295|0|64295
1909-12-01|62875|0|62875|362.0|0|362.0|0|0|271.0|0|271.0|424.0|424.0|63932|0|63932
1910-01-01|61642|0|61642|1054.0|0|1054.0|4.0|4.0|987.0|0|987.0|369.0|369.0|64056|0|64056
1910-02-01|54153|0|54153|224.0|0|224.0|0|0|213.0|0|213.0|541.0|541.0|55131|0|55131
1910-03-01|62164|0|62164|398.0|0|398.0|0|0|285.0|0|285.0|367.0|367.0|63214|0|63214
1910-04-01|62197|0|62197|485.0|0|485.0|0|0|363.0|0|363.0|530.0|530.0|63575|0|63575
1910-05-01|67151|0|67151|626.0|0|626.0|0|0|538.0|0|538.0|1647.0|1647.0|69962|0|69962
1910-06-01|65252|0|65252|496.0|0|496.0|0|0|382.0|0|382.0|1126.0|1126.0|67256|0|67256
1910-07-01|71702|0|71702|434.0|0|434.0|0|0|309.0|0|309.0|1689.0|1689.0|74134|0|74134
1910-08-01|69707|0|69707|459.0|0|459.0|0|0|336.0|0|336.0|1096.0|1096.0|71598|0|71598
1910-09-01|70439|0|70439|475.0|0|475.0|0|0|338.0|0|338.0|550.0|550.0|71802|0|71802
1910-10-01|75369|0|75369|491.0|0|491.0|0|0|398.0|0|398.0|583.0|583.0|76841|0|76841
1910-11-01|70057|0|70057|478.0|0|478.0|0|0|334.0|0|334.0|394.0|394.0|71263|0|71263
1910-12-01|74090|0|74090|455.0|0|455.0|0|0|335.0|0|335.0|164.0|164.0|75044|0|75044
1911-01-01|74586|0|74586|452.0|0|452.0|0|0|343.0|0|343.0|258.0|258.0|75639|0|75639
1911-02-01|64799|0|64799|270.0|0|270.0|0|0|277.0|0|277.0|349.0|349.0|65695|0|65695
1911-03-01|74529|0|74529|506.0|0|506.0|0|0|361.0|0|361.0|370.0|370.0|75766|0|75766
1911-04-01|70796|0|70796|498.0|0|498.0|0|0|383.0|0|383.0|497.0|497.0|72174|0|72174
1911-05-01|76249|0|76249|500.0|0|500.0|0|0|357.0|0|357.0|1669.0|1669.0|78775|0|78775
1911-06-01|69839|0|69839|418.0|0|418.0|0|0|305.0|0|305.0|1542.0|1542.0|72104|0|72104
1911-07-01|76581|0|76581|493.0|0|493.0|0|0|391.0|0|391.0|1528.0|1528.0|78993|0|78993
1911-08-01|77232|0|77232|536.0|0|536.0|0|0|399.0|0|399.0|660.0|660.0|78827|0|78827
1911-09-01|71458|0|71458|452.0|0|452.0|0|0|328.0|0|328.0|422.0|422.0|72660|0|72660
1911-10-01|75392|0|75392|565.0|0|565.0|0|0|450.0|0|450.0|173.0|173.0|76580|0|76580
1911-11-01|73105|0|73105|476.0|0|476.0|2.0|2.0|384.0|0|384.0|58.0|58.0|74025|0|74025
1911-12-01|75102|0|75102|478.0|0|478.0|0|0|341.0|0|341.0|3.0|3.0|75924|0|75924
1912-01-01|71357|0|71357|523.0|0|523.0|0|0|432.0|0|432.0|85.0|85.0|72397|0|72397
1912-02-01|66706|0|66706|333.0|0|333.0|0|0|310.0|0|310.0|91.0|91.0|67440|0|67440
1912-03-01|72169|0|72169|512.0|0|512.0|0|0|380.0|0|380.0|165.0|165.0|73226|0|73226
1912-04-01|71855|0|71855|419.0|0|419.0|0|0|313.0|0|313.0|370.0|370.0|72957|0|72957
1912-05-01|72836|0|72836|569.0|0|569.0|0|0|423.0|0|423.0|750.0|750.0|74578|0|74578
1912-06-01|69341|0|69341|565.0|0|565.0|0|0|454.0|0|454.0|457.0|457.0|70817|0|70817
1912-07-01|76744|0|76744|467.0|0|467.0|0|0|368.0|0|368.0|701.0|701.0|78280|0|78280
1912-08-01|73746|0|73746|510.0|0|510.0|0|0|377.0|0|377.0|331.0|331.0|74964|0|74964
1912-09-01|72807|0|72807|558.0|0|558.0|0|0|390.0|0|390.0|376.0|376.0|74131|0|74131
1912-10-01|76685|0|76685|469.0|0|469.0|0|0|330.0|0|330.0|426.0|426.0|77910|0|77910
1912-11-01|73823|0|73823|480.0|0|480.0|0|0|376.0|0|376.0|439.0|439.0|75118|0|75118
1912-12-01|78957|0|78957|580.0|0|580.0|0|0|434.0|0|434.0|423.0|423.0|80394|0|80394
1913-01-01|88938|0|88938|631.0|0|631.0|0|0|470.0|0|470.0|641.0|641.0|90680|0|90680
1913-02-01|82842|0|82842|425.0|0|425.0|0|0|444.0|0|444.0|1104.0|1104.0|84815|0|84815
1913-03-01|94370|0|94370|719.0|0|719.0|0|0|621.0|0|621.0|848.0|848.0|96558|0|96558
1913-04-01|85709|0|85709|586.0|0|586.0|0|0|454.0|0|454.0|962.0|962.0|87711|0|87711
1913-05-01|87133|0|87133|632.0|0|632.0|0|0|479.0|0|479.0|1384.0|1384.0|89628|0|89628
1913-06-01|85713|0|85713|631.0|0|631.0|0|0|464.0|0|464.0|778.0|778.0|87586|0|87586
1913-07-01|89994|0|89994|683.0|0|683.0|0|0|498.0|0|498.0|1525.0|1525.0|92700|0|92700
1913-08-01|89986|0|89986|674.0|0|674.0|0|0|466.0|0|466.0|1304.0|1304.0|92430|0|92430
1913-09-01|86405|0|86405|618.0|0|618.0|0|0|390.0|0|390.0|605.0|605.0|88018|0|88018
1913-10-01|87853|0|87853|632.0|0|632.0|0|0|424.0|0|424.0|666.0|666.0|89575|0|89575
1913-11-01|87365|0|87365|655.0|0|655.0|0|0|454.0|0|454.0|1229.0|1229.0|89703|0|89703
1913-12-01|89458|0|89458|628.0|0|628.0|2.0|2.0|487.0|0|487.0|1213.0|1213.0|91788|0|91788
1914-01-01|86976|0|86976|699.0|0|699.0|0|0|478.0|0|478.0|1015.0|1015.0|89168|0|89168
1914-02-01|80149|0|80149|347.0|0|347.0|0|0|364.0|0|364.0|1081.0|1081.0|81941|0|81941
1914-03-01|88037|0|88037|600.0|0|600.0|0|0|441.0|0|441.0|1554.0|1554.0|90632|0|90632
1914-04-01|77177|0|77177|618.0|0|618.0|26.0|26.0|419.0|0|419.0|1310.0|1310.0|79550|0|79550
1914-05-01|74262|0|74262|535.0|0|535.0|2.0|2.0|387.0|0|387.0|1813.0|1813.0|76999|0|76999
1914-06-01|63214|0|63214|419.0|0|419.0|4.0|4.0|362.0|0|362.0|1497.0|1497.0|65496|0|65496
1914-07-01|52355|0|52355|252.0|0|252.0|0|0|286.0|0|286.0|1426.0|1426.0|54319|0|54319
1914-08-01|36004|0|36004|142.0|0|142.0|0|0|143.0|0|143.0|1245.0|1245.0|37534|0|37534
1914-09-01|32280|0|32280|148.0|0|148.0|0|0|150.0|0|150.0|816.0|816.0|33394|0|33394
1914-10-01|36126|0|36126|170.0|0|170.0|0|0|180.0|0|180.0|849.0|849.0|37325|0|37325
1914-11-01|37781|0|37781|177.0|0|177.0|0|0|183.0|0|183.0|652.0|652.0|38793|0|38793
1914-12-01|38520|0|38520|141.0|0|141.0|0|0|140.0|0|140.0|625.0|625.0|39426|0|39426
1915-01-01|39811|0|39811|284.0|0|284.0|3.0|3.0|288.0|0|288.0|527.0|527.0|40913|0|40913
1915-02-01|38457|0|38457|326.0|0|326.0|2.0|2.0|329.0|0|329.0|384.0|384.0|39498|0|39498
1915-03-01|42404|0|42404|719.0|0|719.0|2.0|2.0|731.0|0|731.0|428.0|428.0|44284|0|44284
1915-04-01|42037|0|42037|579.0|0|579.0|0|0|595.0|0|595.0|400.0|400.0|43611|0|43611
1915-05-01|42058|0|42058|353.0|0|353.0|0|0|354.0|0|354.0|550.0|550.0|43315|0|43315
1915-06-01|42232|0|42232|460.0|0|460.0|0|0|466.0|0|466.0|514.0|514.0|43672|0|43672
1915-07-01|42897|0|42897|432.0|0|432.0|0|0|441.0|0|441.0|496.0|496.0|44266|0|44266
1915-08-01|42990|0|42990|717.0|0|717.0|0|0|740.0|0|740.0|495.0|495.0|44942|0|44942
1915-09-01|41654|0|41654|393.0|0|393.0|0|0|408.0|0|408.0|297.0|297.0|42752|0|42752
1915-10-01|42466|0|42466|417.0|0|417.0|0|0|458.0|0|458.0|214.0|214.0|43555|0|43555
1915-11-01|41881|0|41881|369.0|0|369.0|4.0|4.0|375.0|0|375.0|382.0|382.0|43011|0|43011
1915-12-01|41520|0|41520|303.0|0|303.0|3.0|3.0|310.0|0|310.0|339.0|339.0|42475|0|42475
1916-01-01|41232|0|41232|227.0|0|227.0|0|0|234.0|0|234.0|402.0|402.0|42095|0|42095
1916-02-01|40900|0|40900|148.0|0|148.0|0|0|150.0|0|150.0|406.0|406.0|41604|0|41604
1916-03-01|42935|0|42935|148.0|0|148.0|0|0|157.0|0|157.0|371.0|371.0|43611|0|43611
1916-04-01|39707|0|39707|129.0|0|129.0|0|0|140.0|0|140.0|408.0|408.0|40384|0|40384
1916-05-01|40761|0|40761|203.0|0|203.0|2.0|2.0|206.0|0|206.0|174.0|174.0|41346|0|41346
1916-06-01|41130|0|41130|219.0|0|219.0|2.0|2.0|228.0|0|228.0|284.0|284.0|41863|0|41863
1916-07-01|41394|0|41394|214.0|0|214.0|0|0|220.0|0|220.0|390.0|390.0|42218|0|42218
1916-08-01|42399|0|42399|202.0|0|202.0|0|0|205.0|0|205.0|434.0|434.0|43240|0|43240
1916-09-01|40085|0|40085|191.0|0|191.0|0|0|206.0|0|206.0|430.0|430.0|40912|0|40912
1916-10-01|40629|0|40629|154.0|0|154.0|0|0|165.0|0|165.0|251.0|251.0|41199|0|41199
1916-11-01|39761|0|39761|145.0|0|145.0|0|0|154.0|0|154.0|368.0|368.0|40428|0|40428
1916-12-01|39425|0|39425|168.0|0|168.0|2.0|2.0|177.0|0|177.0|302.0|302.0|40074|0|40074
1917-01-01|36749|0|36749|218.0|0|218.0|2.0|2.0|240.0|0|240.0|231.0|231.0|37440|0|37440
1917-02-01|30545|0|30545|70.0|0|70.0|0|0|74.0|0|74.0|117.0|117.0|30806|0|30806
1917-03-01|33689|0|33689|215.0|0|215.0|0|0|233.0|0|233.0|147.0|147.0|34284|0|34284
1917-04-01|31786|0|31786|202.0|0|202.0|0|0|227.0|0|227.0|162.0|162.0|32377|0|32377
1917-05-01|33816|0|33816|183.0|0|183.0|0|0|193.0|0|193.0|158.0|158.0|34350|0|34350
1917-06-01|33398|0|33398|158.0|0|158.0|0|0|163.0|0|163.0|157.0|157.0|33876|0|33876
1917-07-01|33985|0|33985|239.0|0|239.0|0|0|251.0|0|251.0|138.0|138.0|34613|0|34613
1917-08-01|33289|0|33289|275.0|0|275.0|0|0|284.0|0|284.0|180.0|180.0|34028|0|34028
1917-09-01|32957|0|32957|197.0|0|197.0|0|0|212.0|0|212.0|201.0|201.0|33567|0|33567
1917-10-01|34278|0|34278|161.0|0|161.0|0|0|170.0|0|170.0|197.0|197.0|34806|0|34806
1917-11-01|32091|0|32091|149.0|0|149.0|0|0|174.0|0|174.0|164.0|164.0|32578|0|32578
1917-12-01|31280|0|31280|155.0|0|155.0|0|0|159.0|0|159.0|189.0|189.0|31783|0|31783
1918-01-01|30599|0|30599|156.0|0|156.0|0|0|171.0|0|171.0|289.0|289.0|31215|0|31215
1918-02-01|25843|0|25843|106.0|0|106.0|0|0|112.0|0|112.0|211.0|211.0|26272|0|26272
1918-03-01|28175|0|28175|145.0|0|145.0|0|0|155.0|0|155.0|170.0|170.0|28645|0|28645
1918-04-01|25785|0|25785|108.0|0|108.0|0|0|112.0|0|112.0|163.0|163.0|26168|0|26168
1918-05-01|26891|0|26891|136.0|0|136.0|0|0|150.0|0|150.0|192.0|192.0|27369|0|27369
1918-06-01|26356|0|26356|239.0|0|239.0|0|0|263.0|0|263.0|226.0|226.0|27084|0|27084
1918-07-01|27807|0|27807|182.0|0|182.0|0|0|201.0|0|201.0|224.0|224.0|28414|0|28414
1918-08-01|30113|0|30113|139.0|0|139.0|0|0|162.0|0|162.0|217.0|217.0|30631|0|30631
1918-09-01|26341|0|26341|147.0|0|147.0|0|0|159.0|0|159.0|183.0|183.0|26830|0|26830
1918-10-01|27084|0|27084|109.0|0|109.0|0|0|127.0|0|127.0|180.0|180.0|27500|0|27500
1918-11-01|25853|0|25853|133.0|0|133.0|0|0|144.0|0|144.0|139.0|139.0|26269|0|26269
1918-12-01|23788|0|23788|144.0|0|144.0|0|0|144.0|0|144.0|137.0|137.0|24213|0|24213
1919-01-01|24340|0|24340|55.0|0|55.0|0|0|55.0|0|55.0|148.0|148.0|24598|0|24598
1919-02-01|23340|0|23340|82.0|0|82.0|0|0|88.0|0|88.0|163.0|163.0|23673|0|23673
1919-03-01|27845|0|27845|162.0|0|162.0|0|0|162.0|0|162.0|202.0|202.0|28371|0|28371
1919-04-01|26495|0|26495|160.0|0|160.0|0|0|162.0|0|162.0|194.0|194.0|27011|0|27011
1919-05-01|30717|0|30717|169.0|0|169.0|0|0|168.0|0|168.0|129.0|129.0|31183|0|31183
1919-06-01|30085|0|30085|202.0|0|202.0|0|0|215.0|0|215.0|164.0|164.0|30666|0|30666
1919-07-01|29714|0|29714|202.0|0|202.0|0|0|199.0|0|199.0|126.0|126.0|30241|0|30241
1919-08-01|32344|0|32344|196.0|0|196.0|0|0|198.0|0|198.0|180.0|180.0|32918|0|32918
1919-09-01|32166|0|32166|146.0|0|146.0|0|0|152.0|0|152.0|150.0|150.0|32614|0|32614
1919-10-01|32776|0|32776|190.0|0|190.0|2.0|2.0|186.0|0|186.0|154.0|154.0|33308|0|33308
1919-11-01|31320|0|31320|173.0|0|173.0|0|0|166.0|0|166.0|61.0|61.0|31720|0|31720
1919-12-01|30816|0|30816|193.0|0|193.0|0|0|192.0|0|192.0|106.0|106.0|31307|0|31307
1920-01-01|31286|0|31286|165.0|0|165.0|0|0|161.0|0|161.0|233.0|233.0|31845|0|31845
1920-02-01|32882|0|32882|166.0|0|166.0|0|0|169.0|0|169.0|214.0|214.0|33431|0|33431
1920-03-01|31552|0|31552|173.0|0|173.0|0|0|168.0|0|168.0|164.0|164.0|32057|0|32057
1920-04-01|30724|0|30724|142.0|0|142.0|0|0|135.0|0|135.0|258.0|258.0|31259|0|31259
1920-05-01|33930|0|33930|246.0|0|246.0|0|0|249.0|0|249.0|504.0|504.0|34929|0|34929
1920-06-01|34361|0|34361|284.0|0|284.0|3.0|3.0|280.0|0|280.0|582.0|582.0|35510|0|35510
1920-07-01|38637|0|38637|402.0|0|402.0|0|0|407.0|0|407.0|590.0|590.0|40036|0|40036
1920-08-01|40163|0|40163|348.0|0|348.0|0|0|363.0|0|363.0|650.0|650.0|41524|0|41524
1920-09-01|39767|0|39767|427.0|0|427.0|0|0|468.0|0|468.0|576.0|576.0|41238|0|41238
1920-10-01|42913|0|42913|559.0|0|559.0|0|0|574.0|0|574.0|691.0|691.0|44737|0|44737
1920-11-01|41495|0|41495|605.0|0|605.0|0|0|605.0|0|605.0|623.0|623.0|43328|0|43328
1920-12-01|44058|0|44058|598.0|0|598.0|8.0|8.0|610.0|0|610.0|344.0|344.0|45618|0|45618
1921-01-01|41605|0|41605|285.0|0|285.0|0|0|273.0|0|273.0|527.0|527.0|42690|0|42690
1921-02-01|40955|0|40955|223.0|0|223.0|0|0|229.0|0|229.0|455.0|455.0|41862|0|41862
1921-03-01|46219|0|46219|328.0|0|328.0|0|0|321.0|0|321.0|430.0|430.0|47298|0|47298
1921-04-01|47823|0|47823|349.0|0|349.0|0|0|344.0|0|344.0|390.0|390.0|48906|0|48906
1921-05-01|49791|0|49791|339.0|0|339.0|0|0|331.0|0|331.0|510.0|510.0|50971|0|50971
1921-06-01|45846|0|45846|341.0|0|341.0|0|0|340.0|0|340.0|603.0|603.0|47130|0|47130
1921-07-01|50497|0|50497|372.0|0|372.0|0|0|364.0|0|364.0|749.0|749.0|51982|0|51982
1921-08-01|52191|0|52191|449.0|0|449.0|0|0|461.0|0|461.0|754.0|754.0|53855|0|53855
1921-09-01|53863|0|53863|479.0|0|479.0|0|0|486.0|0|486.0|699.0|699.0|55527|0|55527
1921-10-01|54458|0|54458|451.0|0|451.0|0|0|437.0|0|437.0|681.0|681.0|56027|0|56027
1921-11-01|54897|0|54897|492.0|0|492.0|0|0|483.0|0|483.0|693.0|693.0|56565|0|56565
1921-12-01|51530|0|51530|439.0|0|439.0|0|0|416.0|0|416.0|520.0|520.0|52905|0|52905
1922-01-01|51467|0|51467|427.0|0|427.0|0|0|421.0|0|421.0|627.0|627.0|52942|0|52942
1922-02-01|50506|0|50506|254.0|0|254.0|0|0|256.0|0|256.0|575.0|575.0|51591|0|51591
1922-03-01|58647|0|58647|447.0|0|447.0|0|0|422.0|0|422.0|814.0|814.0|60330|0|60330
1922-04-01|58146|0|58146|484.0|0|484.0|0|0|503.0|0|503.0|773.0|773.0|59906|0|59906
1922-05-01|58236|0|58236|443.0|0|443.0|0|0|413.0|0|413.0|1051.0|1051.0|60143|0|60143
1922-06-01|58599|0|58599|543.0|0|543.0|0|0|512.0|0|512.0|1345.0|1345.0|60999|0|60999
1922-07-01|59970|0|59970|539.0|0|539.0|0|0|541.0|0|541.0|895.0|895.0|61945|0|61945
1922-08-01|61250|0|61250|461.0|0|461.0|0|0|413.0|0|413.0|874.0|874.0|62998|0|62998
1922-09-01|59339|0|59339|485.0|0|485.0|0|0|444.0|0|444.0|724.0|724.0|60992|0|60992
1922-10-01|62016|0|62016|492.0|0|492.0|0|0|481.0|0|481.0|742.0|742.0|63731|0|63731
1922-11-01|63185|0|63185|502.0|0|502.0|0|0|434.0|0|434.0|962.0|962.0|65083|0|65083
1922-12-01|64355|0|64355|483.0|0|483.0|0|0|450.0|0|450.0|801.0|801.0|66089|0|66089
1923-01-01|65816|0|65816|429.0|0|429.0|0|0|372.0|0|372.0|851.0|851.0|67468|0|67468
1923-02-01|65248|0|65248|332.0|0|332.0|0|0|337.0|0|337.0|644.0|644.0|66561|0|66561
1923-03-01|72835|0|72835|551.0|0|551.0|0|0|531.0|0|531.0|765.0|765.0|74682|0|74682
1923-04-01|68541|0|68541|516.0|0|516.0|0|0|479.0|0|479.0|837.0|837.0|70373|0|70373
1923-05-01|70410|0|70410|422.0|0|422.0|0|0|386.0|0|386.0|847.0|847.0|72065|0|72065
1923-06-01|69795|0|69795|444.0|0|444.0|0|0|412.0|0|412.0|995.0|995.0|71646|0|71646
1923-07-01|73466|0|73466|469.0|0|469.0|0|0|445.0|0|445.0|1092.0|1092.0|75472|0|75472
1923-08-01|70398|0|70398|454.0|0|454.0|0|0|434.0|0|434.0|1077.0|1077.0|72363|0|72363
1923-09-01|69148|0|69148|439.0|0|439.0|0|0|428.0|0|428.0|892.0|892.0|70907|0|70907
