|0|0.ships|1|1.ships|2|2.ships|3|3.ships|4|4.buoys|4.ships|nreports|nreports.buoys|nreports.ships
1975-11-01|192969|192969|1529.0|1529.0|0|0|1689.0|1689.0|13.0|0|13.0|196200|0|196200
1975-12-01|183930|183930|1962.0|1962.0|11.0|11.0|2089.0|2089.0|23.0|0|23.0|188015|0|188015
1976-01-01|181519|181519|2128.0|2128.0|2.0|2.0|2356.0|2356.0|29.0|0|29.0|186034|0|186034
1976-02-01|182919|182919|1702.0|1702.0|2.0|2.0|1838.0|1838.0|9.0|0|9.0|186470|0|186470
1976-03-01|193841|193841|2082.0|2082.0|2.0|2.0|2272.0|2272.0|13.0|0|13.0|198210|0|198210
1976-04-01|189838|189838|1983.0|1983.0|2.0|2.0|2184.0|2184.0|16.0|0|16.0|194023|0|194023
1976-05-01|201943|201943|1929.0|1929.0|2.0|2.0|2127.0|2127.0|24.0|0|24.0|206025|0|206025
1976-06-01|192281|192281|2152.0|2152.0|5.0|5.0|2358.0|2358.0|65.0|0|65.0|196861|0|196861
1976-07-01|194559|194559|2247.0|2247.0|2.0|2.0|2385.0|2385.0|58.0|0|58.0|199251|0|199251
1976-08-01|189938|189938|2105.0|2105.0|2.0|2.0|2216.0|2216.0|78.0|0|78.0|194339|0|194339
1976-09-01|183652|183652|2181.0|2181.0|10.0|10.0|2285.0|2285.0|36.0|0|36.0|188164|0|188164
1976-10-01|194317|194317|2063.0|2063.0|2.0|2.0|2174.0|2174.0|28.0|0|28.0|198584|0|198584
1976-11-01|187995|187995|1974.0|1974.0|0|0|2076.0|2076.0|35.0|0|35.0|192080|0|192080
1976-12-01|179428|179428|1882.0|1882.0|0|0|1997.0|1997.0|32.0|0|32.0|183339|0|183339
1977-01-01|180603|180603|2006.0|2006.0|6.0|6.0|2095.0|2095.0|14.0|0|14.0|184724|0|184724
1977-02-01|172585|172585|1844.0|1844.0|8.0|8.0|1920.0|1920.0|12.0|0|12.0|176369|0|176369
1977-03-01|191380|191380|2533.0|2533.0|8.0|8.0|2662.0|2662.0|18.0|0|18.0|196601|0|196601
1977-04-01|182137|182137|2267.0|2267.0|26.0|26.0|2404.0|2404.0|15.0|0|15.0|186849|0|186849
1977-05-01|189186|189186|2691.0|2691.0|6.0|6.0|2874.0|2874.0|31.0|0|31.0|194788|0|194788
1977-06-01|179709|179709|2385.0|2385.0|8.0|8.0|2515.0|2515.0|40.0|0|40.0|184657|0|184657
1977-07-01|186898|186898|2206.0|2206.0|2.0|2.0|2325.0|2325.0|8.0|0|8.0|191439|0|191439
1977-08-01|181301|181301|2153.0|2153.0|4.0|4.0|2231.0|2231.0|41.0|0|41.0|185730|0|185730
1977-09-01|176622|176622|2130.0|2130.0|4.0|4.0|2237.0|2237.0|30.0|0|30.0|181023|0|181023
1977-10-01|185449|185449|2220.0|2220.0|6.0|6.0|2371.0|2371.0|30.0|0|30.0|190076|0|190076
1977-11-01|177668|177668|2326.0|2326.0|5.0|5.0|2487.0|2487.0|11.0|0|11.0|182497|0|182497
1977-12-01|174995|174995|2214.0|2214.0|2.0|2.0|2409.0|2409.0|14.0|0|14.0|179634|0|179634
1978-01-01|176928|176928|3119.0|3119.0|0|0|3361.0|3361.0|26.0|0|26.0|183434|0|183434
1978-02-01|169189|169189|2498.0|2498.0|9.0|9.0|2695.0|2695.0|11.0|0|11.0|174402|0|174402
1978-03-01|187121|187121|2519.0|2519.0|5.0|5.0|2565.0|2565.0|12.0|0|12.0|192222|0|192222
1978-04-01|182913|182913|2651.0|2651.0|0|0|2753.0|2753.0|15.0|0|15.0|188332|0|188332
1978-05-01|184945|184945|2271.0|2271.0|2.0|2.0|2343.0|2343.0|18.0|0|18.0|189579|0|189579
1978-06-01|164769|164769|2308.0|2308.0|0|0|2392.0|2392.0|27.0|0|27.0|169496|0|169496
1978-07-01|191412|191412|3138.0|3138.0|3.0|3.0|3339.0|3339.0|20.0|0|20.0|197912|0|197912
1978-08-01|192123|192123|3095.0|3095.0|4.0|4.0|3380.0|3380.0|24.0|0|24.0|198626|0|198626
1978-09-01|185645|185645|1930.0|1930.0|4.0|4.0|2142.0|2142.0|11.0|0|11.0|189732|0|189732
1978-10-01|188889|188889|2892.0|2892.0|2.0|2.0|3148.0|3148.0|13.0|0|13.0|194944|0|194944
1978-11-01|181847|181847|3165.0|3165.0|8.0|8.0|3392.0|3392.0|667.0|649.0|18.0|189079|649|188430
1978-12-01|186985|186985|3234.0|3234.0|2.0|2.0|3471.0|3471.0|4648.0|4620.0|28.0|198340|4620|193720
1979-01-01|189537|189537|5206.0|5206.0|26.0|26.0|5532.0|5532.0|8647.0|8628.0|19.0|208948|8628|200320
1979-02-01|183259|183259|3121.0|3121.0|10.0|10.0|3470.0|3470.0|10108.0|10081.0|27.0|199968|10081|189887
1979-03-01|200632|200632|3002.0|3002.0|4.0|4.0|3369.0|3369.0|15438.0|15415.0|23.0|222445|15415|207030
1979-04-01|197871|197871|3407.0|3407.0|10.0|10.0|3740.0|3740.0|16689.0|16666.0|23.0|221717|16666|205051
1979-05-01|206757|206757|3234.0|3234.0|23.0|23.0|3514.0|3514.0|19813.0|19559.0|254.0|233341|19559|213782
1979-06-01|199214|199214|3471.0|3471.0|40.0|40.0|3769.0|3769.0|20782.0|20703.0|79.0|227276|20703|206573
1979-07-01|209562|209562|3626.0|3626.0|16.0|16.0|3960.0|3960.0|25554.0|25502.0|52.0|242718|25502|217216
1979-08-01|206869|206869|3500.0|3500.0|51.0|51.0|3814.0|3814.0|26288.0|26241.0|47.0|240522|26241|214281
1979-09-01|197820|197820|3232.0|3232.0|19.0|19.0|3558.0|3558.0|23360.0|23318.0|42.0|227989|23318|204671
1979-10-01|208798|208798|2824.0|2824.0|20.0|20.0|3121.0|3121.0|23947.0|23906.0|41.0|238710|23906|214804
1979-11-01|199256|199256|2771.0|2771.0|9.0|9.0|3076.0|3076.0|20047.0|20001.0|46.0|225159|20001|205158
1979-12-01|180474|180474|1345.0|1345.0|4.0|4.0|1490.0|1490.0|19100.0|19088.0|12.0|202413|19088|183325
1980-01-01|188822|188822|2517.0|2517.0|28.0|28.0|2650.0|2650.0|15627.0|15595.0|32.0|209644|15595|194049
1980-02-01|186474|186474|1619.0|1619.0|27.0|27.0|1889.0|1889.0|20679.0|20652.0|27.0|210688|20652|190036
1980-03-01|195798|195798|1818.0|1818.0|22.0|22.0|1988.0|1988.0|26777.0|26636.0|141.0|226403|26636|199767
1980-04-01|197538|197538|1842.0|1842.0|12.0|12.0|1945.0|1945.0|23567.0|23522.0|45.0|224904|23522|201382
1980-05-01|208548|208548|2021.0|2021.0|18.0|18.0|2154.0|2154.0|20118.0|20031.0|87.0|232859|20031|212828
1980-06-01|200934|200934|1850.0|1850.0|27.0|27.0|1959.0|1959.0|14026.0|13920.0|106.0|218796|13920|204876
1980-07-01|203723|203723|2034.0|2034.0|8.0|8.0|2096.0|2096.0|17742.0|17576.0|166.0|225603|17576|208027
1980-08-01|200550|200550|2089.0|2089.0|8.0|8.0|2158.0|2158.0|18248.0|18094.0|154.0|223053|18094|204959
1980-09-01|195508|195508|1875.0|1875.0|22.0|22.0|1930.0|1930.0|14840.0|14796.0|44.0|214175|14796|199379
1980-10-01|199326|199326|1925.0|1925.0|22.0|22.0|2025.0|2025.0|14375.0|14320.0|55.0|217673|14320|203353
1980-11-01|195640|195640|1828.0|1828.0|24.0|24.0|1912.0|1912.0|14554.0|14479.0|75.0|213958|14479|199479
1980-12-01|186333|186333|1787.0|1787.0|20.0|20.0|1862.0|1862.0|15734.0|15665.0|69.0|205736|15665|190071
1981-01-01|190135|190135|1716.0|1716.0|4.0|4.0|1770.0|1770.0|14699.0|14585.0|114.0|208324|14585|193739
1981-02-01|178953|178953|1636.0|1636.0|18.0|18.0|1727.0|1727.0|11547.0|11512.0|35.0|193881|11512|182369
1981-03-01|205706|205706|2013.0|2013.0|22.0|22.0|2062.0|2062.0|7889.0|7856.0|33.0|217692|7856|209836
1981-04-01|201271|201271|1980.0|1980.0|13.0|13.0|2051.0|2051.0|6016.0|5980.0|36.0|211331|5980|205351
1981-05-01|202561|202561|1732.0|1732.0|15.0|15.0|1805.0|1805.0|6162.0|6112.0|50.0|212275|6112|206163
1981-06-01|196983|196983|2009.0|2009.0|34.0|34.0|2110.0|2110.0|7305.0|7259.0|46.0|208441|7259|201182
1981-07-01|196212|196212|1915.0|1915.0|20.0|20.0|2071.0|2071.0|14149.0|14087.0|62.0|214367|14087|200280
1981-08-01|196391|196391|1964.0|1964.0|6.0|6.0|2103.0|2103.0|14543.0|14484.0|59.0|215007|14484|200523
1981-09-01|193784|193784|1986.0|1986.0|18.0|18.0|2125.0|2125.0|12525.0|12468.0|57.0|210438|12468|197970
1981-10-01|196309|196309|2092.0|2092.0|35.0|35.0|2204.0|2204.0|8458.0|8424.0|34.0|209098|8424|200674
1981-11-01|189097|189097|2082.0|2082.0|16.0|16.0|2218.0|2218.0|12237.0|12189.0|48.0|205650|12189|193461
1981-12-01|181335|181335|1509.0|1509.0|2.0|2.0|1569.0|1569.0|9353.0|9188.0|165.0|193768|9188|184580
1982-01-01|159584|159584|2675.0|2675.0|12.0|12.0|2721.0|2721.0|4471.0|4124.0|347.0|169463|4124|165339
1982-02-01|155300|155300|2665.0|2665.0|2.0|2.0|2689.0|2689.0|4501.0|4252.0|249.0|165157|4252|160905
1982-03-01|177306|177306|3345.0|3345.0|45.0|45.0|3476.0|3476.0|4041.0|3448.0|593.0|188213|3448|184765
1982-04-01|176452|176452|3665.0|3665.0|25.0|25.0|3770.0|3770.0|4878.0|4456.0|422.0|188790|4456|184334
1982-05-01|175540|175540|3346.0|3346.0|4.0|4.0|3465.0|3465.0|5280.0|5057.0|223.0|187635|5057|182578
1982-06-01|173560|173560|3447.0|3447.0|8.0|8.0|3569.0|3569.0|5478.0|5264.0|214.0|186062|5264|180798
1982-07-01|169146|169146|2846.0|2846.0|6.0|6.0|2911.0|2911.0|4198.0|4093.0|105.0|179107|4093|175014
1982-08-01|172970|172970|3571.0|3571.0|16.0|16.0|3667.0|3667.0|3851.0|3658.0|193.0|184075|3658|180417
1982-09-01|164838|164838|3104.0|3104.0|12.0|12.0|3224.0|3224.0|4061.0|3883.0|178.0|175239|3883|171356
1982-10-01|178002|178002|3249.0|3249.0|16.0|16.0|3353.0|3353.0|4750.0|4583.0|167.0|189370|4583|184787
1982-11-01|168199|168199|3242.0|3242.0|26.0|26.0|3344.0|3344.0|4875.0|4684.0|191.0|179686|4684|175002
1982-12-01|162336|162336|3357.0|3357.0|49.0|49.0|3489.0|3489.0|4897.0|4743.0|154.0|174128|4743|169385
1983-01-01|170414|170414|7406.0|7406.0|78.0|78.0|7593.0|7593.0|3800.0|3466.0|334.0|189291|3466|185825
1983-02-01|162425|162425|7150.0|7150.0|72.0|72.0|7354.0|7354.0|3079.0|2939.0|140.0|180080|2939|177141
1983-03-01|178992|178992|8171.0|8171.0|0|0|8228.0|8228.0|3064.0|2861.0|203.0|198455|2861|195594
1983-04-01|176411|176411|8292.0|8292.0|0|0|8367.0|8367.0|2595.0|2347.0|248.0|195665|2347|193318
1983-05-01|178199|178199|9150.0|9150.0|6.0|6.0|9279.0|9279.0|3826.0|3416.0|410.0|200460|3416|197044
1983-06-01|178186|178186|9095.0|9095.0|8.0|8.0|9226.0|9226.0|5230.0|4764.0|466.0|201745|4764|196981
1983-07-01|182009|182009|8785.0|8785.0|10.0|10.0|9024.0|9024.0|5571.0|5119.0|452.0|205399|5119|200280
1983-08-01|179466|179466|8677.0|8677.0|4.0|4.0|8962.0|8962.0|5262.0|4860.0|402.0|202371|4860|197511
1983-09-01|172341|172341|8107.0|8107.0|2.0|2.0|8393.0|8393.0|5946.0|5653.0|293.0|194789|5653|189136
1983-10-01|184725|184725|7312.0|7312.0|4.0|4.0|7504.0|7504.0|5967.0|5681.0|286.0|205512|5681|199831
1983-11-01|178802|178802|6361.0|6361.0|2.0|2.0|6717.0|6717.0|7685.0|7477.0|208.0|199567|7477|192090
1983-12-01|173117|173117|5767.0|5767.0|0|0|6379.0|6379.0|9293.0|9243.0|50.0|194556|9243|185313
1984-01-01|170686|170686|6131.0|6131.0|0|0|6869.0|6869.0|8972.0|8774.0|198.0|192658|8774|183884
1984-02-01|169546|169546|5955.0|5955.0|3.0|3.0|6698.0|6698.0|8226.0|8129.0|97.0|190428|8129|182299
1984-03-01|188672|188672|7681.0|7681.0|2.0|2.0|8827.0|8827.0|7925.0|7653.0|272.0|213107|7653|205454
1984-04-01|181647|181647|7203.0|7203.0|0|0|8475.0|8475.0|6480.0|6406.0|74.0|203805|6406|197399
1984-05-01|188359|188359|7378.0|7378.0|6.0|6.0|8714.0|8714.0|5966.0|5756.0|210.0|210423|5756|204667
1984-06-01|181752|181752|6965.0|6965.0|14.0|14.0|7963.0|7963.0|4339.0|4286.0|53.0|201033|4286|196747
1984-07-01|185261|185261|7511.0|7511.0|4.0|4.0|8593.0|8593.0|6506.0|6429.0|77.0|207875|6429|201446
1984-08-01|184978|184978|7750.0|7750.0|2.0|2.0|8624.0|8624.0|7869.0|7476.0|393.0|209223|7476|201747
1984-09-01|181511|181511|7076.0|7076.0|10.0|10.0|7913.0|7913.0|7384.0|6974.0|410.0|203894|6974|196920
1984-10-01|192073|192073|7154.0|7154.0|14.0|14.0|8135.0|8135.0|8180.0|7689.0|491.0|215556|7689|207867
1984-11-01|183884|183884|7096.0|7096.0|8.0|8.0|7918.0|7918.0|11129.0|10705.0|424.0|210035|10705|199330
1984-12-01|176959|176959|6519.0|6519.0|5.0|5.0|7186.0|7186.0|12161.0|11816.0|345.0|202830|11816|191014
1985-01-01|181383|181383|6537.0|6537.0|2.0|2.0|6866.0|6866.0|14033.0|13676.0|357.0|208821|13676|195145
1985-02-01|171485|171485|6236.0|6236.0|4.0|4.0|6758.0|6758.0|15051.0|14650.0|401.0|199534|14650|184884
1985-03-01|190354|190354|6817.0|6817.0|10.0|10.0|7639.0|7639.0|20900.0|20483.0|417.0|225720|20483|205237
1985-04-01|185754|185754|6734.0|6734.0|0|0|8242.0|8242.0|17474.0|16919.0|555.0|218204|16919|201285
1985-05-01|191477|191477|6805.0|6805.0|6.0|6.0|8198.0|8198.0|15808.0|15271.0|537.0|222294|15271|207023
1985-06-01|186141|186141|6894.0|6894.0|0|0|8024.0|8024.0|19352.0|18886.0|466.0|220411|18886|201525
1985-07-01|189714|189714|6924.0|6924.0|0|0|8046.0|8046.0|17241.0|16706.0|535.0|221925|16706|205219
1985-08-01|191003|191003|6837.0|6837.0|0|0|8078.0|8078.0|21916.0|21642.0|274.0|227834|21642|206192
1985-09-01|180442|180442|6574.0|6574.0|7.0|7.0|7225.0|7225.0|18997.0|18777.0|220.0|213245|18777|194468
1985-10-01|193573|193573|6967.0|6967.0|42.0|42.0|7793.0|7793.0|21594.0|21346.0|248.0|229969|21346|208623
1985-11-01|184597|184597|7321.0|7321.0|28.0|28.0|7963.0|7963.0|16052.0|15906.0|146.0|215961|15906|200055
1985-12-01|175997|175997|6753.0|6753.0|19.0|19.0|7398.0|7398.0|32260.0|31835.0|425.0|222427|31835|190592
1986-01-01|185646|185646|5344.0|5344.0|2.0|2.0|6193.0|6193.0|39483.0|39201.0|282.0|236668|39201|197467
1986-02-01|183181|183181|5482.0|5482.0|20.0|20.0|6518.0|6518.0|27784.0|27357.0|427.0|222985|27357|195628
1986-03-01|199447|199447|6484.0|6484.0|6.0|6.0|7544.0|7544.0|45080.0|44691.0|389.0|258561|44691|213870
1986-04-01|195267|195267|6348.0|6348.0|6.0|6.0|7439.0|7439.0|46993.0|46734.0|259.0|256053|46734|209319
1986-05-01|201432|201432|6445.0|6445.0|2.0|2.0|7870.0|7870.0|45334.0|45157.0|177.0|261083|45157|215926
1986-06-01|194833|194833|6440.0|6440.0|4.0|4.0|7401.0|7401.0|43489.0|43133.0|356.0|252167|43133|209034
1986-07-01|195125|195125|6173.0|6173.0|0|0|7367.0|7367.0|37302.0|37019.0|283.0|245967|37019|208948
1986-08-01|195237|195237|5956.0|5956.0|11.0|11.0|7136.0|7136.0|45548.0|45256.0|292.0|253888|45256|208632
1986-09-01|181907|181907|5132.0|5132.0|4.0|4.0|6076.0|6076.0|38497.0|38321.0|176.0|231616|38321|193295
1986-10-01|183119|183119|5387.0|5387.0|2.0|2.0|6328.0|6328.0|45865.0|45682.0|183.0|240701|45682|195019
1986-11-01|180019|180019|5104.0|5104.0|4.0|4.0|5961.0|5961.0|46437.0|46002.0|435.0|237525|46002|191523
1986-12-01|169816|169816|5162.0|5162.0|0|0|6005.0|6005.0|44158.0|43995.0|163.0|225141|43995|181146
1987-01-01|178229|178229|5812.0|5812.0|16.0|16.0|6406.0|6406.0|53329.0|52770.0|559.0|243792|52770|191022
1987-02-01|169049|169049|5266.0|5266.0|12.0|12.0|5641.0|5641.0|38551.0|37822.0|729.0|218519|37822|180697
1987-03-01|184025|184025|6376.0|6376.0|16.0|16.0|6598.0|6598.0|35592.0|34676.0|916.0|232607|34676|197931
1987-04-01|184732|184732|6187.0|6187.0|8.0|8.0|6415.0|6415.0|39524.0|38184.0|1340.0|236866|38184|198682
1987-05-01|193780|193780|6400.0|6400.0|10.0|10.0|6499.0|6499.0|41017.0|39803.0|1214.0|247706|39803|207903
1987-06-01|189996|189996|6503.0|6503.0|29.0|29.0|6595.0|6595.0|36804.0|35689.0|1115.0|239927|35689|204238
1987-07-01|195355|195355|6630.0|6630.0|25.0|25.0|6802.0|6802.0|30032.0|28856.0|1176.0|238844|28856|209988
1987-08-01|194550|194550|6350.0|6350.0|30.0|30.0|6502.0|6502.0|29400.0|28068.0|1332.0|236832|28068|208764
1987-09-01|187839|187839|6521.0|6521.0|4.0|4.0|6698.0|6698.0|27486.0|26284.0|1202.0|228548|26284|202264
1987-10-01|195675|195675|6792.0|6792.0|15.0|15.0|7000.0|7000.0|32157.0|30827.0|1330.0|241639|30827|210812
1987-11-01|192547|192547|6545.0|6545.0|12.0|12.0|6721.0|6721.0|29478.0|28692.0|786.0|235303|28692|206611
1987-12-01|183301|183301|6132.0|6132.0|10.0|10.0|6147.0|6147.0|31834.0|31299.0|535.0|227424|31299|196125
1988-01-01|190314|190314|5722.0|5722.0|4.0|4.0|5727.0|5727.0|32489.0|32030.0|459.0|234256|32030|202226
1988-02-01|183876|183876|5418.0|5418.0|4.0|4.0|5553.0|5553.0|29281.0|28841.0|440.0|224132|28841|195291
1988-03-01|200628|200628|6766.0|6766.0|0|0|6871.0|6871.0|33790.0|33486.0|304.0|248055|33486|214569
1988-04-01|194420|194420|6180.0|6180.0|2.0|2.0|6303.0|6303.0|36047.0|35782.0|265.0|242952|35782|207170
1988-05-01|200055|200055|6542.0|6542.0|11.0|11.0|6716.0|6716.0|33573.0|33237.0|336.0|246897|33237|213660
1988-06-01|196092|196092|6228.0|6228.0|21.0|21.0|6337.0|6337.0|29665.0|29292.0|373.0|238343|29292|209051
1988-07-01|199158|199158|6844.0|6844.0|4.0|4.0|7030.0|7030.0|35041.0|34502.0|539.0|248077|34502|213575
1988-08-01|197287|197287|6970.0|6970.0|10.0|10.0|7101.0|7101.0|38370.0|37863.0|507.0|249738|37863|211875
1988-09-01|188561|188561|6688.0|6688.0|13.0|13.0|6891.0|6891.0|37489.0|36965.0|524.0|239642|36965|202677
1988-10-01|195352|195352|6921.0|6921.0|25.0|25.0|7059.0|7059.0|36157.0|35532.0|625.0|245514|35532|209982
1988-11-01|183146|183146|6339.0|6339.0|13.0|13.0|6491.0|6491.0|32932.0|32286.0|646.0|228921|32286|196635
1988-12-01|176237|176237|5792.0|5792.0|10.0|10.0|6037.0|6037.0|32165.0|31512.0|653.0|220241|31512|188729
1989-01-01|177952|177952|6378.0|6378.0|36.0|36.0|6763.0|6763.0|40108.0|39648.0|460.0|231237|39648|191589
1989-02-01|166609|166609|6286.0|6286.0|65.0|65.0|6618.0|6618.0|31252.0|30735.0|517.0|210830|30735|180095
1989-03-01|180417|180417|6691.0|6691.0|58.0|58.0|6994.0|6994.0|29858.0|29827.0|31.0|224018|29827|194191
1989-04-01|176661|176661|5914.0|5914.0|8.0|8.0|6143.0|6143.0|31581.0|31555.0|26.0|220307|31555|188752
1989-05-01|179033|179033|5204.0|5204.0|16.0|16.0|5567.0|5567.0|37349.0|37296.0|53.0|227169|37296|189873
1989-06-01|172585|172585|5621.0|5621.0|12.0|12.0|5893.0|5893.0|26262.0|26196.0|66.0|210373|26196|184177
1989-07-01|175450|175450|6182.0|6182.0|6.0|6.0|6520.0|6520.0|30438.0|30268.0|170.0|218596|30268|188328
1989-08-01|176906|176906|6609.0|6609.0|23.0|23.0|6780.0|6780.0|28049.0|27816.0|233.0|218367|27816|190551
1989-09-01|172140|172140|5301.0|5301.0|21.0|21.0|5579.0|5579.0|26180.0|25997.0|183.0|209221|25997|183224
1989-10-01|176554|176554|5171.0|5171.0|10.0|10.0|5451.0|5451.0|25684.0|25598.0|86.0|212870|25598|187272
1989-11-01|166766|166766|5119.0|5119.0|28.0|28.0|5374.0|5374.0|27552.0|27443.0|109.0|204839|27443|177396
1989-12-01|159395|159395|5492.0|5492.0|22.0|22.0|5799.0|5799.0|32739.0|32549.0|190.0|203447|32549|170898
1990-01-01|163598|163598|5173.0|5173.0|6.0|6.0|5518.0|5518.0|28524.0|27905.0|619.0|202819|27905|174914
1990-02-01|160756|160756|4936.0|4936.0|6.0|6.0|5141.0|5141.0|27854.0|27388.0|466.0|198693|27388|171305
1990-03-01|175065|175065|5368.0|5368.0|24.0|24.0|5623.0|5623.0|36594.0|36161.0|433.0|222674|36161|186513
1990-04-01|167679|167679|5441.0|5441.0|35.0|35.0|5784.0|5784.0|35195.0|34938.0|257.0|214134|34938|179196
1990-05-01|174340|174340|5761.0|5761.0|27.0|27.0|6096.0|6096.0|36460.0|36016.0|444.0|222684|36016|186668
1990-06-01|168830|168830|5313.0|5313.0|21.0|21.0|5636.0|5636.0|36579.0|36223.0|356.0|216379|36223|180156
1990-07-01|168787|168787|5247.0|5247.0|19.0|19.0|5566.0|5566.0|38841.0|38372.0|469.0|218460|38372|180088
1990-08-01|170013|170013|5174.0|5174.0|18.0|18.0|5511.0|5511.0|39273.0|38854.0|419.0|219989|38854|181135
1990-09-01|162760|162760|5416.0|5416.0|12.0|12.0|5689.0|5689.0|35368.0|35025.0|343.0|209245|35025|174220
1990-10-01|165716|165716|5943.0|5943.0|40.0|40.0|6248.0|6248.0|36200.0|35613.0|587.0|214147|35613|178534
1990-11-01|160251|160251|5862.0|5862.0|14.0|14.0|6265.0|6265.0|34429.0|33906.0|523.0|206821|33906|172915
1990-12-01|155135|155135|6778.0|6778.0|12.0|12.0|7153.0|7153.0|37301.0|36988.0|313.0|206379|36988|169391
1991-01-01|152188|152188|10825.0|10825.0|28.0|28.0|11290.0|11290.0|31945.0|31871.0|74.0|206276|31871|174405
1991-02-01|138947|138947|12530.0|12530.0|3.0|3.0|12985.0|12985.0|35901.0|35818.0|83.0|200366|35818|164548
1991-03-01|151542|151542|17013.0|17013.0|19.0|19.0|17387.0|17387.0|38809.0|38722.0|87.0|224770|38722|186048
1991-04-01|145167|145167|16752.0|16752.0|25.0|25.0|17026.0|17026.0|40189.0|40077.0|112.0|219159|40077|179082
1991-05-01|145315|145315|17091.0|17091.0|29.0|29.0|17338.0|17338.0|42692.0|42470.0|222.0|222465|42470|179995
1991-06-01|140675|140675|16231.0|16231.0|23.0|23.0|16516.0|16516.0|34309.0|34182.0|127.0|207754|34182|173572
1991-07-01|143732|143732|14549.0|14549.0|22.0|22.0|14837.0|14837.0|30765.0|30652.0|113.0|203905|30652|173253
1991-08-01|146333|146333|13469.0|13469.0|32.0|32.0|13781.0|13781.0|36234.0|36044.0|190.0|209849|36044|173805
1991-09-01|141216|141216|11987.0|11987.0|17.0|17.0|12235.0|12235.0|39283.0|39129.0|154.0|204738|39129|165609
1991-10-01|146394|146394|10685.0|10685.0|31.0|31.0|10949.0|10949.0|34605.0|34446.0|159.0|202664|34446|168218
1991-11-01|137298|137298|8719.0|8719.0|51.0|51.0|8879.0|8879.0|31647.0|31523.0|124.0|186594|31523|155071
1991-12-01|133194|133194|8943.0|8943.0|58.0|58.0|9106.0|9106.0|38719.0|38527.0|192.0|190020|38527|151493
1992-01-01|128271|128271|8817.0|8817.0|63.0|63.0|8986.0|8986.0|43590.0|43473.0|117.0|189727|43473|146254
1992-02-01|127896|127896|9991.0|9991.0|0|0|10161.0|10161.0|50283.0|50161.0|122.0|198331|50161|148170
1992-03-01|136618|136618|12026.0|12026.0|60.0|60.0|12205.0|12205.0|51788.0|51534.0|254.0|212697|51534|161163
1992-04-01|132684|132684|11599.0|11599.0|26.0|26.0|11729.0|11729.0|50018.0|49755.0|263.0|206056|49755|156301
1992-05-01|135883|135883|11205.0|11205.0|61.0|61.0|11417.0|11417.0|50962.0|50813.0|149.0|209528|50813|158715
1992-06-01|133229|133229|11872.0|11872.0|20.0|20.0|12117.0|12117.0|47399.0|47135.0|264.0|204637|47135|157502
1992-07-01|137243|137243|10979.0|10979.0|30.0|30.0|11149.0|11149.0|47662.0|47434.0|228.0|207063|47434|159629
1992-08-01|135419|135419|10259.0|10259.0|10.0|10.0|10425.0|10425.0|40893.0|40622.0|271.0|197006|40622|156384
1992-09-01|127541|127541|9068.0|9068.0|32.0|32.0|9369.0|9369.0|53842.0|53567.0|275.0|199852|53567|146285
1992-10-01|128983|128983|10346.0|10346.0|17.0|17.0|10591.0|10591.0|56806.0|56249.0|557.0|206743|56249|150494
1992-11-01|121913|121913|9581.0|9581.0|29.0|29.0|9771.0|9771.0|59749.0|59329.0|420.0|201043|59329|141714
1992-12-01|117497|117497|9316.0|9316.0|43.0|43.0|9388.0|9388.0|67405.0|66908.0|497.0|203649|66908|136741
1993-01-01|117816|117816|9818.0|9818.0|64.0|64.0|9759.0|9759.0|61076.0|60394.0|682.0|198533|60394|138139
1993-02-01|116245|116245|10410.0|10410.0|14.0|14.0|10613.0|10613.0|50196.0|49669.0|527.0|187478|49669|137809
1993-03-01|125647|125647|12979.0|12979.0|44.0|44.0|13068.0|13068.0|71704.0|71141.0|563.0|223442|71141|152301
1993-04-01|121204|121204|12419.0|12419.0|84.0|84.0|12549.0|12549.0|73218.0|72606.0|612.0|219474|72606|146868
1993-05-01|126802|126802|12231.0|12231.0|34.0|34.0|12435.0|12435.0|76850.0|76279.0|571.0|228352|76279|152073
1993-06-01|124037|124037|13417.0|13417.0|45.0|45.0|13499.0|13499.0|73974.0|73785.0|189.0|224972|73785|151187
1993-07-01|125070|125070|13091.0|13091.0|42.0|42.0|13098.0|13098.0|75609.0|75384.0|225.0|226910|75384|151526
1993-08-01|125147|125147|10590.0|10590.0|33.0|33.0|10619.0|10619.0|75635.0|75477.0|158.0|222024|75477|146547
1993-09-01|119258|119258|10219.0|10219.0|36.0|36.0|10246.0|10246.0|72119.0|71960.0|159.0|211878|71960|139918
1993-10-01|119441|119441|10310.0|10310.0|30.0|30.0|10381.0|10381.0|88300.0|88122.0|178.0|228462|88122|140340
1993-11-01|114462|114462|10459.0|10459.0|48.0|48.0|10625.0|10625.0|89813.0|89615.0|198.0|225407|89615|135792
1993-12-01|107283|107283|11198.0|11198.0|17.0|17.0|11123.0|11123.0|92506.0|92321.0|185.0|222127|92321|129806
1994-01-01|120015|120015|11058.0|11058.0|46.0|46.0|11006.0|11006.0|74612.0|74388.0|224.0|216737|74388|142349
1994-02-01|113282|113282|10110.0|10110.0|17.0|17.0|10189.0|10189.0|63419.0|63216.0|203.0|197017|63216|133801
1994-03-01|123472|123472|12850.0|12850.0|38.0|38.0|12848.0|12848.0|76508.0|76233.0|275.0|225716|76233|149483
